0.032657,0.032969,0.032657,0.032344,0.034219,0.033594,0.032344,0.032344,0.00015625,0.00015625,2.2268,2.2274,0.2538,0.42619,9.9939,0,0,0
0.032969,0.033282,0.032344,0.032344,0.033906,0.033594,0.032657,0.032344,-0.001094,-0.00046841,2.2271,2.2274,0.2538,0.42619,9.9939,0,0,0
0.032657,0.033282,0.032344,0.032344,0.034219,0.033906,0.032344,0.032031,0.0010937,-0.00015656,2.2274,2.2274,0.2538,0.42619,9.9939,0,0,0
0.032657,0.032969,0.032031,0.032657,0.033906,0.033906,0.032344,0.032031,-0.00015656,-0.00046841,2.2271,2.2277,0.2538,0.42619,9.9939,0,0,0
0.032969,0.033282,0.032344,0.031407,0.033906,0.033594,0.032344,0.032344,-0.0032808,-0.00078122,2.2271,2.2271,0.2538,0.42619,9.9939,0,0,0
0.032969,0.032969,0.032657,0.032344,0.033906,0.033282,0.032344,0.032344,-0.001094,-0.001094,2.2274,2.2274,0.24422,0.43098,9.9652,0,0,0
0.032657,0.033282,0.032031,0.032344,0.034219,0.033594,0.032344,0.032031,-0.0020315,-0.00046841,2.2277,2.2274,0.24422,0.43098,9.9652,0,0,0
0.032969,0.032969,0.032031,0.032344,0.033594,0.033906,0.032344,0.032344,-0.00015656,0.0010937,2.2271,2.2277,0.24422,0.43098,9.9652,0,0,0
0.032969,0.032969,0.032344,0.032344,0.034219,0.033594,0.032344,0.032031,0.00078092,0.0010937,2.2271,2.2271,0.24422,0.43098,9.9652,0,0,0
0.032969,0.033282,0.032031,0.032344,0.034219,0.033594,0.032344,0.032031,-0.00015656,-0.00015656,2.2268,2.2274,0.24422,0.43098,9.9652,0,0,0
0.032969,0.032969,0.032344,0.032344,0.033906,0.033906,0.031094,0.032344,0.0014065,-0.001094,2.2271,2.2274,0.24422,0.43098,9.9652,0,0,0
0.032657,0.032969,0.032344,0.032344,0.033906,0.033594,0.032344,0.032031,0.0014065,0.00015625,2.2274,2.2277,0.24422,0.43098,9.9652,0,0,0
0.032657,0.033282,0.032031,0.032344,0.033906,0.033906,0.032344,0.032031,0.0017184,-0.00015656,2.2277,2.2277,0.24422,0.43098,9.9652,0,0,0
0.033282,0.033282,0.032344,0.032657,0.033906,0.033594,0.032344,0.032031,-0.0017187,-0.00015656,2.2277,2.228,0.25859,0.42619,9.9987,0,0,0
0.032657,0.032969,0.032344,0.032031,0.033906,0.033906,0.032657,0.032344,-0.0017187,-0.0017187,2.2274,2.2274,0.25859,0.42619,9.9987,0,0,0
0.032657,0.032969,0.032031,0.032344,0.033906,0.032657,0.032344,0.032031,-0.0017187,-0.00046841,2.2274,2.2277,0.25859,0.42619,9.9987,0,0,0
0.032031,0.032969,0.032344,0.032031,0.034219,0.033594,0.032031,0.032031,0.00078092,-0.00078122,2.2271,2.2277,0.25859,0.42619,9.9987,0,0,0
0.032969,0.033282,0.032344,0.032031,0.034219,0.033594,0.032344,0.032031,0.0017184,-0.00015656,2.2271,2.2274,0.25859,0.42619,9.9987,0,0,0
0.032969,0.032969,0.032657,0.032344,0.033906,0.033594,0.032031,0.032031,0.00078092,-0.0014059,2.2271,2.2271,0.25859,0.42619,9.9987,0,0,0
0.032969,0.032969,0.032031,0.032031,0.033594,0.033594,0.032344,0.032031,-0.00015656,0.00046906,2.2271,2.2274,0.25859,0.42619,9.9987,0,0,0
0.032969,0.033282,0.032657,0.032344,0.033906,0.033282,0.032031,0.032344,-0.0014059,-0.00078122,2.2274,2.2277,0.25859,0.42619,9.9987,0,0,0
0.032657,0.033282,0.032657,0.032344,0.033906,0.033594,0.032031,0.032031,-0.0020315,-0.0032808,2.2274,2.2277,0.25859,0.42619,9.9987,0,0,0
0.032969,0.033282,0.032344,0.032344,0.033906,0.033594,0.032344,0.030782,-0.0014059,-0.0014059,2.2271,2.2277,0.25859,0.41661,9.97,0,0,0
0.032969,0.032969,0.032657,0.032344,0.033594,0.033594,0.032344,0.032031,-0.00078122,-0.00078122,2.2271,2.2277,0.25859,0.41661,9.97,0,0,0
0.032657,0.032969,0.032031,0.032031,0.033906,0.033282,0.032344,0.032344,0.00015625,0.00046906,2.2274,2.2277,0.25859,0.41661,9.97,0,0,0
0.032969,0.032969,0.032344,0.032344,0.033906,0.033594,0.032031,0.03172,0.00078092,0.00046906,2.2268,2.2274,0.25859,0.41661,9.97,0,0,0
0.032969,0.032969,0.032031,0.032344,0.034219,0.033594,0.03172,0.032031,0.00015625,0.00015625,2.2271,2.2271,0.25859,0.41661,9.97,0,0,0
0.032657,0.032969,0.032344,0.032031,0.033906,0.033594,0.032344,0.032031,-0.00078122,-0.00015656,2.2274,2.2271,0.25859,0.41661,9.97,0,0,0
0.032969,0.032969,0.032031,0.032344,0.034219,0.033594,0.032344,0.031407,-0.00078122,-0.00015656,2.2274,2.2277,0.25859,0.41661,9.97,0,0,0
